date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:07:27	99680/99680	---MCZ	200	added ('OK')	text/html	etag:W/%22b5b4fc4232e06f10a85c1f300ac0c774%22	http://vedicastrology.wikidot.com/ayanamsha-vs-precession	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/ayanamsha-vs-precession.html	(from http://vedicastrology.wikidot.com/)
22:07:28	50314/50314	---MCZ	200	added ('OK')	text/html	etag:W/%22006672debc5a43d4e7368cd4f6a0ceb8%22	http://vedicastrology.wikidot.com/bhaavachalita	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/bhaavachalita.html	(from http://vedicastrology.wikidot.com/)
22:07:29	36859/36859	---MCZ	200	added ('OK')	text/html	etag:W/%22007a0696d4b360f365d994823347b60c%22	http://vedicastrology.wikidot.com/udaya-asta-or-heliacal-risings-and-settings	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/udaya-asta-or-heliacal-risings-and-settings.html	(from http://vedicastrology.wikidot.com/)
22:07:30	24233/24233	---MCZ	200	added ('OK')	text/html	etag:W/%2264418d467d0e505561741784303a48f7%22	http://vedicastrology.wikidot.com/origin-of-150-naadis	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/origin-of-150-naadis.html	(from http://vedicastrology.wikidot.com/)
22:07:30	35267/35267	---MCZ	200	added ('OK')	text/html	etag:W/%2275e4fd7ad3a5183fb6226053f968b020%22	http://vedicastrology.wikidot.com/vimshottari-year-length	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/vimshottari-year-length.html	(from http://vedicastrology.wikidot.com/)
22:07:31	28355/28355	---MCZ	200	added ('OK')	text/html	etag:W/%22f9d94280d57393d07b949fccec332395%22	http://vedicastrology.wikidot.com/dashaa-level-nomenclature	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/dashaa-level-nomenclature.html	(from http://vedicastrology.wikidot.com/)
22:07:32	34825/34825	---MCZ	200	added ('OK')	text/html	etag:W/%226c8f7387a8793b7073b10fe0f0628f8b%22	http://vedicastrology.wikidot.com/sudarshana-chakra	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/sudarshana-chakra.html	(from http://vedicastrology.wikidot.com/)
22:07:33	48277/48277	---MCZ	200	added ('OK')	text/html	etag:W/%22b075e87564cc763ba7b61ad75c47c0bd%22	http://vedicastrology.wikidot.com/arudha-pada-and-other-padas	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/arudha-pada-and-other-padas.html	(from http://vedicastrology.wikidot.com/)
22:07:34	42389/42389	---MCZ	200	added ('OK')	text/html	etag:W/%227e9d86066fc2e9b8831f4c5e0849b4cf%22	http://vedicastrology.wikidot.com/ashtaka-varga	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/ashtaka-varga.html	(from http://vedicastrology.wikidot.com/)
22:07:34	25458/25458	---MCZ	200	added ('OK')	text/html	etag:W/%2283e0051c1bf5b440824eaaa5597c876c%22	http://vedicastrology.wikidot.com/vipareet-raja-yoga	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/vipareet-raja-yoga.html	(from http://vedicastrology.wikidot.com/)
22:07:36	46127/46127	---MCZ	200	added ('OK')	text/html	etag:W/%22b7957eccfe1e093eaab494c3b7893485%22	http://vedicastrology.wikidot.com/karakamsha	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/karakamsha.html	(from http://vedicastrology.wikidot.com/)
22:07:36	35386/35386	---MCZ	200	added ('OK')	text/html	etag:W/%2256df272ffe5b7b2a817da500360ea94d%22	http://vedicastrology.wikidot.com/planetary-war	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/planetary-war.html	(from http://vedicastrology.wikidot.com/)
22:07:37	28627/28627	---MCZ	200	added ('OK')	text/html	etag:W/%223e9b263d320d4996c589ce918a4080fc%22	http://vedicastrology.wikidot.com/md-and-ad-results-laghu-parashari	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/md-and-ad-results-laghu-parashari.html	(from http://vedicastrology.wikidot.com/)
22:07:37	25880/25880	---MCZ	200	added ('OK')	text/html	etag:W/%22f8c369f748710c2a77cb072214966466%22	http://vedicastrology.wikidot.com/strength-of-a-house	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/strength-of-a-house.html	(from http://vedicastrology.wikidot.com/)
22:07:38	28454/28454	---MCZ	200	added ('OK')	text/html	etag:W/%223e4a9956177e291a955da31cad866c84%22	http://vedicastrology.wikidot.com/four-purusharthas-as-four-trikonas-in-horoscope	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/four-purusharthas-as-four-trikonas-in-horoscope.html	(from http://vedicastrology.wikidot.com/)
22:07:39	26723/26723	---MCZ	200	added ('OK')	text/html	etag:W/%22fce0c121335a0b4db016292b0a6e84fc%22	http://vedicastrology.wikidot.com/four-types-of-faiths-in-vedic-astrology	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/four-types-of-faiths-in-vedic-astrology.html	(from http://vedicastrology.wikidot.com/)
22:07:40	25126/25126	---MCZ	200	added ('OK')	text/html	etag:W/%2236f030c12c010c20c4bddbc16b32da3b%22	http://vedicastrology.wikidot.com/eight-gatis-or-speeds	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/eight-gatis-or-speeds.html	(from http://vedicastrology.wikidot.com/)
22:07:42	26778/26778	---MCZ	200	added ('OK')	text/html	etag:W/%22993b0457ea012feb7088f196476c5791%22	http://vedicastrology.wikidot.com/main-strength-versus-shadbala	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/main-strength-versus-shadbala.html	(from http://vedicastrology.wikidot.com/)
22:07:43	35281/35281	---MCZ	200	added ('OK')	text/html	etag:W/%22dca8affff075bc8c9b90b73b421bb033%22	http://vedicastrology.wikidot.com/divisional-charts	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/divisional-charts.html	(from http://vedicastrology.wikidot.com/)
22:07:44	29109/29109	---MCZ	200	added ('OK')	text/html	etag:W/%22fbd034cb4bbeaccc5b36665798e56ff0%22	http://vedicastrology.wikidot.com/non-luminous-upagrahas-and-gulika-or-mandi-etc	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/non-luminous-upagrahas-and-gulika-or-mandi-etc.html	(from http://vedicastrology.wikidot.com/)
22:07:46	29995/29995	---MCZ	200	added ('OK')	text/html	etag:W/%228add199cecb199274b8a95bb69e31ff1%22	http://vedicastrology.wikidot.com/diabetes-or-madhumeha	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/diabetes-or-madhumeha.html	(from http://vedicastrology.wikidot.com/)
22:07:46	39472/39472	---MCZ	200	added ('OK')	text/html	etag:W/%22488afaf7d898d5ff191ed1447cbf8334%22	http://vedicastrology.wikidot.com/shashtyamsha-deities	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/shashtyamsha-deities.html	(from http://vedicastrology.wikidot.com/)
22:07:49	77063/77063	---MCZ	200	added ('OK')	text/html	etag:W/%22f6ac3ef7c7ed2c9910b78b56281e11a4%22	http://vedicastrology.wikidot.com/varga-categories-and-vargottama	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/varga-categories-and-vargottama.html	(from http://vedicastrology.wikidot.com/)
22:07:49	25426/25426	---MCZ	200	added ('OK')	text/html	etag:W/%2263429434acc7146777bb17b5ebf0a452%22	http://vedicastrology.wikidot.com/effects-of-a-planet-in-antardashaa-of-relative-or-sadharmi	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/effects-of-a-planet-in-antardashaa-of-relative-or-sadharmi.html	(from http://vedicastrology.wikidot.com/)
22:07:50	28050/28050	---MCZ	200	added ('OK')	text/html	etag:W/%22768e2a9e7e895cb1af4bb45f7d8d2721%22	http://vedicastrology.wikidot.com/compatibility-or-melapaka	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/compatibility-or-melapaka.html	(from http://vedicastrology.wikidot.com/)
22:07:51	27044/27044	---MCZ	200	added ('OK')	text/html	etag:W/%22c3af417f785c99a7126519756225e953%22	http://vedicastrology.wikidot.com/planetary-return-charts	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/planetary-return-charts.html	(from http://vedicastrology.wikidot.com/)
22:07:51	27445/27445	---MCZ	200	added ('OK')	text/html	etag:W/%2220c1075aace88f183cbfdc28d2bdce9a%22	http://vedicastrology.wikidot.com/rationale-behind-exaltations-of-planets	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/rationale-behind-exaltations-of-planets.html	(from http://vedicastrology.wikidot.com/)
22:07:52	51334/51334	---MCZ	200	added ('OK')	text/html	etag:W/%22d22c802f6a6e9fadbc0e419c14d75559%22	http://vedicastrology.wikidot.com/astrological-mathematics-of-menstrual-cycle	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/astrological-mathematics-of-menstrual-cycle.html	(from http://vedicastrology.wikidot.com/)
22:07:53	25171/25171	---MCZ	200	added ('OK')	text/html	etag:W/%22cbcff4ff2c844bc9583cbb04cc4f6bff%22	http://vedicastrology.wikidot.com/mean-versus-true-time-and-measure-of-day-or-ghati	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/mean-versus-true-time-and-measure-of-day-or-ghati.html	(from http://vedicastrology.wikidot.com/)
22:07:53	33035/33035	---MCZ	200	added ('OK')	text/html	etag:W/%22fd1d451ddb30ee6d5663431a8c340793%22	http://vedicastrology.wikidot.com/weekday-sequence-indian-view	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/weekday-sequence-indian-view.html	(from http://vedicastrology.wikidot.com/)
22:07:55	40639/40639	---MCZ	200	added ('OK')	text/html	etag:W/%22564d1732fa694425a4c140899279792a%22	http://vedicastrology.wikidot.com/bhaavas-from-all-bhaavas	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/bhaavas-from-all-bhaavas.html	(from http://vedicastrology.wikidot.com/)
22:07:56	27017/27017	---MCZ	200	added ('OK')	text/html	etag:W/%22887a09eafddaa98c1254adb059fc49d1%22	http://vedicastrology.wikidot.com/maangalika-dosha	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/maangalika-dosha.html	(from http://vedicastrology.wikidot.com/)
22:07:57	24845/24845	---MCZ	200	added ('OK')	text/html	etag:W/%22beb29ff85d5027fdead59dc9cefed70b%22	http://vedicastrology.wikidot.com/bhrigu-bindu	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/bhrigu-bindu.html	(from http://vedicastrology.wikidot.com/)
22:07:57	53208/53208	---MCZ	200	added ('OK')	text/html	etag:W/%22c0a9925be79ecf794e27a851d26d6b6a%22	http://vedicastrology.wikidot.com/sarvato-bhadra-chakra	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/sarvato-bhadra-chakra.html	(from http://vedicastrology.wikidot.com/)
22:07:58	39980/39980	---MCZ	200	added ('OK')	text/html	etag:W/%22b41c636b0b66d433e4c181fb7b4a552a%22	http://vedicastrology.wikidot.com/vaar	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/vaar.html	(from http://vedicastrology.wikidot.com/)
22:07:59	57194/57194	---MCZ	200	added ('OK')	text/html	etag:W/%221d2eb6a73aad134a1969ea65ab51c21c%22	http://vedicastrology.wikidot.com/donald-trump	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/donald-trump.html	(from http://vedicastrology.wikidot.com/)
22:08:00	85491/85491	---MCZ	200	added ('OK')	text/html	etag:W/%221f7a5cb7d7118cbde1ec1253b9e3b869%22	http://vedicastrology.wikidot.com/rashtriya-svayamsevak-sangh	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/rashtriya-svayamsevak-sangh.html	(from http://vedicastrology.wikidot.com/)
22:08:00	26915/26915	---MCZ	200	added ('OK')	text/html	etag:W/%22ea832f2f18929613a04ee8e5ad3e40f4%22	http://vedicastrology.wikidot.com/swami-ramakrishna-paramhamsa	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/swami-ramakrishna-paramhamsa.html	(from http://vedicastrology.wikidot.com/)
22:08:04	133269/133269	---MCZ	200	added ('OK')	text/html	etag:W/%2219aa338e422365f06007a35af9c0fa26%22	http://vedicastrology.wikidot.com/indira-gandhi	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/indira-gandhi.html	(from http://vedicastrology.wikidot.com/)
22:08:04	35780/35780	---MCZ	200	added ('OK')	text/html	etag:W/%2203bfdce3fa28a52ea76df220fe7df4f1%22	http://vedicastrology.wikidot.com/aap:aam-adami-party	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/aap_aam-adami-party.html	(from http://vedicastrology.wikidot.com/)
22:08:05	27936/27936	---MCZ	200	added ('OK')	text/html	etag:W/%2232fc7e7c97c4f05d4b693d96fcd7a7b2%22	http://vedicastrology.wikidot.com/arvind-kejriwal	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/arvind-kejriwal.html	(from http://vedicastrology.wikidot.com/)
22:08:06	129206/129206	---MCZ	200	added ('OK')	text/html	etag:W/%226d4ecbf612937732e61b015c25b6f921%22	http://vedicastrology.wikidot.com/indira-gandhi-hindi	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/indira-gandhi-hindi.html	(from http://vedicastrology.wikidot.com/)
22:08:06	39817/39817	---MCZ	200	added ('OK')	text/html	etag:W/%22fc0d715c64249039801309400e0c0b66%22	http://vedicastrology.wikidot.com/congress-vs-bjp-2014	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/congress-vs-bjp-2014.html	(from http://vedicastrology.wikidot.com/)
22:08:06	32658/32658	---MCZ	200	added ('OK')	text/html	etag:W/%22a7128e2184c9b6cbc81fea3a54061fa9%22	http://vedicastrology.wikidot.com/swearing-in-muhurta-of-new-indian-govt-in-2014	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/swearing-in-muhurta-of-new-indian-govt-in-2014.html	(from http://vedicastrology.wikidot.com/)
22:08:08	52201/52201	---MCZ	200	added ('OK')	text/html	etag:W/%22959773ace6d54d5f60937b337ffd7c4e%22	http://vedicastrology.wikidot.com/narendra-modi	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/narendra-modi.html	(from http://vedicastrology.wikidot.com/)
22:08:09	40047/40047	---MCZ	200	added ('OK')	text/html	etag:W/%22458407e69814255d33760590a56f3f6a%22	http://vedicastrology.wikidot.com/birth-chart-of-gopinath-munde	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/birth-chart-of-gopinath-munde.html	(from http://vedicastrology.wikidot.com/)
22:08:10	31312/31312	---MCZ	200	added ('OK')	text/html	etag:W/%220bc81008d6bb276e26383f511ef98cfe%22	http://vedicastrology.wikidot.com/lord-rama	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/lord-rama.html	(from http://vedicastrology.wikidot.com/)
22:08:12	26306/26306	---MCZ	200	added ('OK')	text/html	etag:W/%222844207bd9fa6573bfeb3e049011d97a%22	http://vedicastrology.wikidot.com/jayalalita	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/jayalalita.html	(from http://vedicastrology.wikidot.com/)
22:08:13	42894/42894	---MCZ	200	added ('OK')	text/html	etag:W/%220dd26bad5f9a913af2b65cf58da4bcd6%22	http://vedicastrology.wikidot.com/prediction-of-death	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/prediction-of-death.html	(from http://vedicastrology.wikidot.com/)
22:08:13	26065/26065	---MCZ	200	added ('OK')	text/html	etag:W/%22e451a352e4db292f826ab9f9c7c43729%22	http://vedicastrology.wikidot.com/indo-pak-cricket-match-in-world-cup-14-feb-2015-adelaide	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/indo-pak-cricket-match-in-world-cup-14-feb-2015-adelaide.html	(from http://vedicastrology.wikidot.com/)
22:08:14	26392/26392	---MCZ	200	added ('OK')	text/html	etag:W/%2217c9217043f4b9adc9273c99f8d6dec3%22	http://vedicastrology.wikidot.com/prophet-muhammad	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/prophet-muhammad.html	(from http://vedicastrology.wikidot.com/)
22:08:15	40590/40590	---MCZ	200	added ('OK')	text/html	etag:W/%222c85dec4da4e9bc346ec8a992eb002a0%22	http://vedicastrology.wikidot.com/david-cameron	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/david-cameron.html	(from http://vedicastrology.wikidot.com/)
22:08:16	26332/26332	---MCZ	200	added ('OK')	text/html	etag:W/%2298250e9a0eaa3d780cb2adcfe4bed377%22	http://vedicastrology.wikidot.com/nitish-kumar	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/nitish-kumar.html	(from http://vedicastrology.wikidot.com/)
22:08:16	25294/25294	---MCZ	200	added ('OK')	text/html	etag:W/%22ae76b74a3bb6e9a0637215967a46e08d%22	http://vedicastrology.wikidot.com/amir-khan	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/amir-khan.html	(from http://vedicastrology.wikidot.com/)
22:08:18	50643/50643	---MCZ	200	added ('OK')	text/html	etag:W/%22544d20b9a1b79db53328d2beae83bd7a%22	http://vedicastrology.wikidot.com/ram-rahim	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/ram-rahim.html	(from http://vedicastrology.wikidot.com/)
22:08:18	36869/36869	---MCZ	200	added ('OK')	text/html	etag:W/%22fb736087fa42473bb7e52ddc418f6835%22	http://vedicastrology.wikidot.com/amitabh-bachchan-covid19	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/amitabh-bachchan-covid19.html	(from http://vedicastrology.wikidot.com/)
22:08:19	42458/42458	---MCZ	200	added ('OK')	text/html	etag:W/%2233d4a0d6011065637a6e93ef6a0252e3%22	http://vedicastrology.wikidot.com/yogi-adityanath	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/yogi-adityanath.html	(from http://vedicastrology.wikidot.com/)
22:08:20	48201/48201	---MCZ	200	added ('OK')	text/html	etag:W/%22f5dddccf52925458fa2c6799716910c5%22	http://vedicastrology.wikidot.com/gold-price-forecasting	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/gold-price-forecasting.html	(from http://vedicastrology.wikidot.com/)
22:08:21	49133/49133	---MCZ	200	added ('OK')	text/html	etag:W/%22d19d7cc99966d2b96ed00c886b9a78b9%22	http://vedicastrology.wikidot.com/silver-graph-1	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/silver-graph-1.html	(from http://vedicastrology.wikidot.com/)
22:08:22	45625/45625	---MCZ	200	added ('OK')	text/html	etag:W/%22e1bc76e349029fd6ab0097769409f46b%22	http://vedicastrology.wikidot.com/forex-1	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/forex-1.html	(from http://vedicastrology.wikidot.com/)
22:08:22	26790/26790	---MCZ	200	added ('OK')	text/html	etag:W/%22e4cf27b361f7c0b002f07bb1e3479f59%22	http://vedicastrology.wikidot.com/iron-price-forecasting	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/iron-price-forecasting.html	(from http://vedicastrology.wikidot.com/)
22:08:23	25639/25639	---MCZ	200	added ('OK')	text/html	etag:W/%225c442735c605bbc5e21f05f01abc8a65%22	http://vedicastrology.wikidot.com/sensex-forecasting	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/sensex-forecasting.html	(from http://vedicastrology.wikidot.com/)
22:08:24	31660/31660	---MCZ	200	added ('OK')	text/html	etag:W/%22f7b78a689ec7d27a8bccb7bf520c7c0a%22	http://vedicastrology.wikidot.com/sensex-vs-gold-comparison	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/sensex-vs-gold-comparison.html	(from http://vedicastrology.wikidot.com/)
22:08:29	29588/29588	---MCZ	200	added ('OK')	text/html	etag:W/%223c1ec241eba19705399a08d116b8c7b1%22	http://vedicastrology.wikidot.com/general-principles	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/general-principles.html	(from http://vedicastrology.wikidot.com/)
22:08:29	223297/223297	---MCZ	200	added ('OK')	text/html	etag:W/%22adacdfe4ffdf60121cc3b48077571ae9%22	http://vedicastrology.wikidot.com/raaj-jyotisha	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/raaj-jyotisha.html	(from http://vedicastrology.wikidot.com/)
22:08:30	63951/63951	---MCZ	200	added ('OK')	text/html	etag:W/%22f1a6a7279336057caa40b39d550c0176%22	http://vedicastrology.wikidot.com/national-income	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/national-income.html	(from http://vedicastrology.wikidot.com/)
22:08:30	27656/27656	---MCZ	200	added ('OK')	text/html	etag:W/%22261e874c7042108e22fe4ecfcf945b74%22	http://vedicastrology.wikidot.com/sapta-nadi-chakra	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/sapta-nadi-chakra.html	(from http://vedicastrology.wikidot.com/)
22:08:31	27293/27293	---MCZ	200	added ('OK')	text/html	etag:W/%22a4062333a6d3e951d468a98ccdd33afd%22	http://vedicastrology.wikidot.com/china-japan-war-1281-a-d	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/china-japan-war-1281-a-d.html	(from http://vedicastrology.wikidot.com/)
